"Branch","Location","Accounting Document No","Document No","Posting Date","Created Date","Created By","Order No","Order Date","Party Code","Party Name","GL Code","GL Name","Transaction Type","Type(Dr/Cr)","Amount","Clearing Document No","Clearing Document Date","Cleared By"
"West Bengal","Barasat","9900000435","cash","06-04-2023","17-03-2023 16:43:50","Mr.Guria","-","23-03-2023","-","-","10101000","Sundry Debtors","Collection","CR","-1416.00","-","-","-"
"West Bengal","Barasat","9900000434","SO123445","16-03-2023","16-03-2023 15:47:51","Mr.Guria","-","16-03-2023","-","-","10103000","Cash in Hand","Collection","DR","1112222.00","-","-","-"
"West Bengal","Barasat","9900000434","SO123445","16-03-2023","16-03-2023 15:47:51","Mr.Guria","-","16-03-2023","-","-","10101000","Sundry Debtors","Collection","CR","-1112222.00","-","-","-"
"West Bengal","Barasat","9900000433","SO123445","16-03-2023","16-03-2023 15:38:52","Mr.Guria","-","16-03-2023","-","-","40500000","Admin and Indirect Expense","Collection","DR","55.00","-","-","-"
"West Bengal","Barasat","9900000433","SO123445","16-03-2023","16-03-2023 15:38:52","Mr.Guria","-","16-03-2023","-","-","10101000","Sundry Debtors","Collection","CR","-55.00","-","-","-"
"West Bengal","Barasat","9900000432","INV202303169968","16-03-2023","16-03-2023 15:33:07","Mr.Guria","-","16-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","3540.00","-","-","-"
"West Bengal","Barasat","9900000432","INV202303169968","16-03-2023","16-03-2023 15:33:07","Mr.Guria","-","16-03-2023","-","-","20000000","Liabilities","Sales","CR","-3000.00","-","-","-"
"West Bengal","Barasat","9900000432","INV202303169968","16-03-2023","16-03-2023 15:33:07","Mr.Guria","-","16-03-2023","-","-","20304006","Output CGST","Sales","CR","-270.00","-","-","-"
"West Bengal","Barasat","9900000432","INV202303169968","16-03-2023","16-03-2023 15:33:07","Mr.Guria","-","16-03-2023","-","-","20304007","Output SGST","Sales","CR","-270.00","-","-","-"
"West Bengal","Barasat","9900000431","INV202303162889","16-03-2023","16-03-2023 15:31:05","Mr.Guria","-","16-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","944.00","-","-","-"
"West Bengal","Barasat","9900000431","INV202303162889","16-03-2023","16-03-2023 15:31:05","Mr.Guria","-","16-03-2023","-","-","20304005","Output IGST","Sales","CR","-144.00","-","-","-"
"West Bengal","Barasat","9900000431","INV202303162889","16-03-2023","16-03-2023 15:31:05","Mr.Guria","-","16-03-2023","-","-","30200000","Non Operative Income","Sales","CR","-800.00","-","-","-"
"West Bengal","Barasat","9900000430","INV202303165495","16-03-2023","16-03-2023 15:24:23","Mr.Guria","-","16-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","230565.45","-","-","-"
"West Bengal","Barasat","9900000430","INV202303165495","16-03-2023","16-03-2023 15:24:23","Mr.Guria","-","16-03-2023","-","-","20304005","Output IGST","Sales","CR","-35135.46","-","-","-"
"West Bengal","Barasat","9900000429","INV202303165495","16-03-2023","16-03-2023 15:24:23","Mr.Guria","-","16-03-2023","-","-","40101000","COGS","Sales","DR","195430.00","-","-","-"
"West Bengal","Barasat","9900000427","4684865","17-03-2023","16-03-2023 13:41:45","Mr.Guria","-","16-03-2023","-","-","10104000","Bank Account","Collection","DR","100000.00","-","-","-"
"West Bengal","Barasat","9900000427","4684865","17-03-2023","16-03-2023 13:41:45","Mr.Guria","-","16-03-2023","-","-","10101000","Sundry Debtors","Collection","CR","-100000.00","-","-","-"
"West Bengal","Barasat","9900000426","5445","17-03-2023","16-03-2023 13:32:38","Mr.Guria","-","16-03-2023","-","-","10104000","Bank Account","Collection","DR","10000.00","-","-","-"
"West Bengal","Barasat","9900000426","5445","17-03-2023","16-03-2023 13:32:38","Mr.Guria","-","16-03-2023","-","-","10101000","Sundry Debtors","Collection","CR","-10000.00","-","-","-"
"West Bengal","Barasat","9900000425","INV202303156960","15-03-2023","15-03-2023 16:22:32","Mr.Guria","-","15-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","36580.00","-","-","-"
"West Bengal","Barasat","9900000425","INV202303156960","15-03-2023","15-03-2023 16:22:32","Mr.Guria","-","15-03-2023","-","-","20304005","Output IGST","Sales","CR","-5580.00","-","-","-"
"West Bengal","Barasat","9900000424","INV202303156960","15-03-2023","15-03-2023 16:22:32","Mr.Guria","-","15-03-2023","-","-","40101000","COGS","Sales","DR","31000.00","-","-","-"
"West Bengal","Barasat","9900000423","INV202303104846","10-03-2023","10-03-2023 16:46:56","Mr.Guria","-","10-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1000.00","-","-","-"
"West Bengal","Barasat","9900000423","INV202303104846","10-03-2023","10-03-2023 16:46:56","Mr.Guria","-","10-03-2023","-","-","20304006","Output CGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000423","INV202303104846","10-03-2023","10-03-2023 16:46:56","Mr.Guria","-","10-03-2023","-","-","20304007","Output SGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000423","INV202303104846","10-03-2023","10-03-2023 16:46:56","Mr.Guria","-","10-03-2023","-","-","30101000","Domestic Good Sales","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000422","INV202303097134","09-03-2023","09-03-2023 18:39:38","Mr.Guria","-","09-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1298.00","-","-","-"
"West Bengal","Barasat","9900000422","INV202303097134","09-03-2023","09-03-2023 18:39:38","Mr.Guria","-","09-03-2023","-","-","20000000","Liabilities","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000422","INV202303097134","09-03-2023","09-03-2023 18:39:38","Mr.Guria","-","09-03-2023","-","-","20304006","Output CGST","Sales","CR","-99.00","-","-","-"
"West Bengal","Barasat","9900000422","INV202303097134","09-03-2023","09-03-2023 18:39:38","Mr.Guria","-","09-03-2023","-","-","20304007","Output SGST","Sales","CR","-99.00","-","-","-"
"West Bengal","Barasat","9900000422","INV202303097134","09-03-2023","09-03-2023 18:39:38","Mr.Guria","-","09-03-2023","-","-","30200000","Non Operative Income","Sales","CR","-100.00","-","-","-"
"West Bengal","Barasat","9900000421","INV202303098630","09-03-2023","09-03-2023 18:36:46","Mr.Guria","-","09-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","3282.76","-","-","-"
"West Bengal","Barasat","9900000421","INV202303098630","09-03-2023","09-03-2023 18:36:46","Mr.Guria","-","09-03-2023","-","-","20304006","Output CGST","Sales","CR","-250.38","-","-","-"
"West Bengal","Barasat","9900000421","INV202303098630","09-03-2023","09-03-2023 18:36:46","Mr.Guria","-","09-03-2023","-","-","20304007","Output SGST","Sales","CR","-250.38","-","-","-"
"West Bengal","Barasat","9900000420","INV202303098630","09-03-2023","09-03-2023 18:36:46","Mr.Guria","-","09-03-2023","-","-","40101000","COGS","Sales","DR","2782.00","-","-","-"
"West Bengal","Barasat","9900000419","INV202303099957","09-03-2023","09-03-2023 18:34:01","Mr.Guria","-","09-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","19684.76","-","-","-"
"West Bengal","Barasat","9900000419","INV202303099957","09-03-2023","09-03-2023 18:34:01","Mr.Guria","-","09-03-2023","-","-","20304005","Output IGST","Sales","CR","-3002.76","-","-","-"
"West Bengal","Barasat","9900000418","INV202303099957","09-03-2023","09-03-2023 18:34:01","Mr.Guria","-","09-03-2023","-","-","40101000","COGS","Sales","DR","16682.00","-","-","-"
"West Bengal","Barasat","9900000417","INV202303098847","09-03-2023","09-03-2023 18:33:15","Mr.Guria","-","09-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1180.00","-","-","-"
"West Bengal","Barasat","9900000417","INV202303098847","09-03-2023","09-03-2023 18:33:15","Mr.Guria","-","09-03-2023","-","-","20304007","Output SGST","Sales","CR","-90.00","-","-","-"
"West Bengal","Barasat","9900000417","INV202303098847","09-03-2023","09-03-2023 18:33:15","Mr.Guria","-","09-03-2023","-","-","20304006","Output CGST","Sales","CR","-90.00","-","-","-"
"West Bengal","Barasat","9900000416","INV202303098847","09-03-2023","09-03-2023 18:33:15","Mr.Guria","-","09-03-2023","-","-","40101000","COGS","Sales","DR","1000.00","-","-","-"
"West Bengal","Barasat","9900000415","INV202303096429","09-03-2023","09-03-2023 18:21:50","Mr.Guria","-","09-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","17818.00","-","-","-"
"West Bengal","Barasat","9900000415","INV202303096429","09-03-2023","09-03-2023 18:21:50","Mr.Guria","-","09-03-2023","-","-","20304006","Output CGST","Sales","CR","-1359.00","-","-","-"
"West Bengal","Barasat","9900000415","INV202303096429","09-03-2023","09-03-2023 18:21:50","Mr.Guria","-","09-03-2023","-","-","20304007","Output SGST","Sales","CR","-1359.00","-","-","-"
"West Bengal","Barasat","9900000414","INV202303096429","09-03-2023","09-03-2023 18:21:50","Mr.Guria","-","09-03-2023","-","-","40101000","COGS","Sales","DR","15100.00","-","-","-"
"West Bengal","Barasat","9900000413","INV202303093540","09-03-2023","09-03-2023 17:44:30","Mr.Guria","-","09-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1274.40","-","-","-"
"West Bengal","Barasat","9900000413","INV202303093540","09-03-2023","09-03-2023 17:44:30","Mr.Guria","-","09-03-2023","-","-","20304006","Output CGST","Sales","CR","-97.20","-","-","-"
"West Bengal","Barasat","9900000413","INV202303093540","09-03-2023","09-03-2023 17:44:30","Mr.Guria","-","09-03-2023","-","-","20304007","Output SGST","Sales","CR","-97.20","-","-","-"
"West Bengal","Barasat","9900000412","INV202303093540","09-03-2023","09-03-2023 17:44:30","Mr.Guria","-","09-03-2023","-","-","40101000","COGS","Sales","DR","1080.00","-","-","-"
"West Bengal","Barasat","9900000411","INV202303094521","09-03-2023","09-03-2023 17:42:07","Mr.Guria","-","09-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","12744.00","-","-","-"
"West Bengal","Barasat","9900000411","INV202303094521","09-03-2023","09-03-2023 17:42:07","Mr.Guria","-","09-03-2023","-","-","20304006","Output CGST","Sales","CR","-972.00","-","-","-"
"West Bengal","Barasat","9900000411","INV202303094521","09-03-2023","09-03-2023 17:42:07","Mr.Guria","-","09-03-2023","-","-","20304007","Output SGST","Sales","CR","-972.00","-","-","-"
"West Bengal","Barasat","9900000410","INV202303094521","09-03-2023","09-03-2023 17:42:07","Mr.Guria","-","09-03-2023","-","-","40101000","COGS","Sales","DR","10800.00","-","-","-"
"West Bengal","Barasat","9900000409","INV202303097626","09-03-2023","09-03-2023 16:26:45","Mr.Guria","-","09-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","12000.00","-","-","-"
"West Bengal","Barasat","9900000409","INV202303097626","09-03-2023","09-03-2023 16:26:45","Mr.Guria","-","09-03-2023","-","-","20304006","Output CGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000409","INV202303097626","09-03-2023","09-03-2023 16:26:45","Mr.Guria","-","09-03-2023","-","-","20304007","Output SGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000409","INV202303097626","09-03-2023","09-03-2023 16:26:45","Mr.Guria","-","09-03-2023","-","-","30101000","Domestic Good Sales","Sales","CR","-12000.00","-","-","-"
"West Bengal","Barasat","9900000408","INV202303096118","09-03-2023","09-03-2023 16:25:55","Mr.Guria","-","09-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","12980.00","-","-","-"
"West Bengal","Barasat","9900000408","INV202303096118","09-03-2023","09-03-2023 16:25:55","Mr.Guria","-","09-03-2023","-","-","20304006","Output CGST","Sales","CR","-990.00","-","-","-"
"West Bengal","Barasat","9900000408","INV202303096118","09-03-2023","09-03-2023 16:25:55","Mr.Guria","-","09-03-2023","-","-","20304007","Output SGST","Sales","CR","-990.00","-","-","-"
"West Bengal","Barasat","9900000407","INV202303096118","09-03-2023","09-03-2023 16:25:55","Mr.Guria","-","09-03-2023","-","-","40101000","COGS","Sales","DR","11000.00","-","-","-"
"West Bengal","Barasat","9900000406","CSPL/22-23/084","07-03-2023","07-03-2023 19:29:25","Super User","-","10-01-2023","-","-","20301002","SR/IR","Purchase","DR","400000.00","-","-","-"
"West Bengal","Barasat","9900000406","CSPL/22-23/084","07-03-2023","07-03-2023 19:29:25","Super User","-","10-01-2023","-","-","20304001","Input CGST","Purchase","DR","36000.00","-","-","-"
"West Bengal","Barasat","9900000406","CSPL/22-23/084","07-03-2023","07-03-2023 19:29:25","Super User","-","10-01-2023","-","-","20304002","Input SGST","Purchase","DR","36000.00","-","-","-"
"West Bengal","Barasat","9900000406","CSPL/22-23/084","07-03-2023","07-03-2023 19:29:25","Super User","-","10-01-2023","-","-","20301000","Trade Payables","Purchase","CR","-462000.00","-","-","-"
"West Bengal","Barasat","9900000406","CSPL/22-23/084","07-03-2023","07-03-2023 19:29:25","Super User","-","10-01-2023","-","-","20304004","TDS Payable","Purchase","CR","-10000.00","-","-","-"
"West Bengal","Barasat","9900000405","CSPL/22-23/084","07-03-2023","07-03-2023 19:28:49","Super User","-","10-01-2023","-","-","40104000","Consumption of SFG","Purchase","DR","400000.00","-","-","-"
"West Bengal","Barasat","9900000405","CSPL/22-23/084","07-03-2023","07-03-2023 19:28:49","Super User","-","10-01-2023","-","-","20301002","SR/IR","Purchase","CR","-400000.00","-","-","-"
"West Bengal","Barasat","9900000404","INV202303074272","07-03-2023","07-03-2023 13:13:48","Mr.Guria","-","07-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1180.00","-","-","-"
"West Bengal","Barasat","9900000404","INV202303074272","07-03-2023","07-03-2023 13:13:48","Mr.Guria","-","07-03-2023","-","-","20304005","Output IGST","Sales","CR","-180.00","-","-","-"
"West Bengal","Barasat","9900000403","INV202303074272","07-03-2023","07-03-2023 13:13:48","Mr.Guria","-","07-03-2023","-","-","40101000","COGS","Sales","DR","1000.00","-","-","-"
"West Bengal","Barasat","9900000402","INV202303077889","07-03-2023","07-03-2023 13:12:28","Mr.Guria","-","07-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","22420000.00","-","-","-"
"West Bengal","Barasat","9900000402","INV202303077889","07-03-2023","07-03-2023 13:12:28","Mr.Guria","-","07-03-2023","-","-","20304005","Output IGST","Sales","CR","-3420000.00","-","-","-"
"West Bengal","Barasat","9900000401","INV202303077889","07-03-2023","07-03-2023 13:12:28","Mr.Guria","-","07-03-2023","-","-","40101000","COGS","Sales","DR","19000000.00","-","-","-"
"West Bengal","Barasat","9900000400","NKE/17989/22-23","06-03-2023","06-03-2023 17:07:41","Super User","-","24-01-2023","-","-","20301002","SR/IR","Purchase","DR","7500.00","-","-","-"
"West Bengal","Barasat","9900000400","NKE/17989/22-23","06-03-2023","06-03-2023 17:07:41","Super User","-","24-01-2023","-","-","20304001","Input CGST","Purchase","DR","675.00","-","-","-"
"West Bengal","Barasat","9900000400","NKE/17989/22-23","06-03-2023","06-03-2023 17:07:41","Super User","-","24-01-2023","-","-","20304002","Input SGST","Purchase","DR","675.00","-","-","-"
"West Bengal","Barasat","9900000400","NKE/17989/22-23","06-03-2023","06-03-2023 17:07:41","Super User","-","24-01-2023","-","-","20301000","Trade Payables","Purchase","CR","-8100.00","-","-","-"
"West Bengal","Barasat","9900000400","NKE/17989/22-23","06-03-2023","06-03-2023 17:07:41","Super User","-","24-01-2023","-","-","20304004","TDS Payable","Purchase","CR","-750.00","-","-","-"
"West Bengal","Barasat","9900000399","NKE/17989/22-23","06-03-2023","06-03-2023 17:07:18","Super User","-","24-01-2023","-","-","40104000","Consumption of SFG","Purchase","DR","7500.00","-","-","-"
"West Bengal","Barasat","9900000399","NKE/17989/22-23","06-03-2023","06-03-2023 17:07:18","Super User","-","24-01-2023","-","-","20301002","SR/IR","Purchase","CR","-7500.00","-","-","-"
"West Bengal","Barasat","9900000398","INV00000001","06-03-2023","06-03-2023 16:23:58","Super User","PO2302032","23-02-2023","-","-","20301001","GR/IR","Purchase","DR","1200.00","-","-","-"
"West Bengal","Barasat","9900000398","INV00000001","06-03-2023","06-03-2023 16:23:58","Super User","PO2302032","23-02-2023","-","-","20304001","Input CGST","Purchase","DR","0.00","-","-","-"
"West Bengal","Barasat","9900000398","INV00000001","06-03-2023","06-03-2023 16:23:58","Super User","PO2302032","23-02-2023","-","-","20304002","Input SGST","Purchase","DR","0.00","-","-","-"
"West Bengal","Barasat","9900000398","INV00000001","06-03-2023","06-03-2023 16:23:58","Super User","PO2302032","23-02-2023","-","-","20301000","Trade Payables","Purchase","CR","-1200.00","-","-","-"
"West Bengal","Barasat","9900000397","INV00000001","06-03-2023","06-03-2023 16:23:41","Super User","PO2302032","23-02-2023","-","-","10102002","FG Inventory","Purchase","DR","1200.00","-","-","-"
"West Bengal","Barasat","9900000397","INV00000001","06-03-2023","06-03-2023 16:23:41","Super User","PO2302032","23-02-2023","-","-","20301001","GR/IR","Purchase","CR","-1200.00","-","-","-"
"West Bengal","Barasat","9900000396","INV202303067889","06-03-2023","06-03-2023 15:20:14","Mr.Guria","-","06-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1000.00","-","-","-"
"West Bengal","Barasat","9900000396","INV202303067889","06-03-2023","06-03-2023 15:20:14","Mr.Guria","-","06-03-2023","-","-","20304006","Output CGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000396","INV202303067889","06-03-2023","06-03-2023 15:20:14","Mr.Guria","-","06-03-2023","-","-","20304007","Output SGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000396","INV202303067889","06-03-2023","06-03-2023 15:20:14","Mr.Guria","-","06-03-2023","-","-","30101000","Domestic Good Sales","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000395","INV202303063170","06-03-2023","06-03-2023 13:48:49","Mr.Guria","-","06-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","118.00","-","-","-"
"West Bengal","Barasat","9900000395","INV202303063170","06-03-2023","06-03-2023 13:48:49","Mr.Guria","-","06-03-2023","-","-","20304006","Output CGST","Sales","CR","-9.00","-","-","-"
"West Bengal","Barasat","9900000395","INV202303063170","06-03-2023","06-03-2023 13:48:49","Mr.Guria","-","06-03-2023","-","-","20304007","Output SGST","Sales","CR","-9.00","-","-","-"
"West Bengal","Barasat","9900000394","INV202303063170","06-03-2023","06-03-2023 13:48:49","Mr.Guria","-","06-03-2023","-","-","40101000","COGS","Sales","DR","100.00","-","-","-"
"West Bengal","Barasat","9900000393","INV202303069674","06-03-2023","06-03-2023 13:42:16","Mr.Guria","-","06-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1000.00","-","-","-"
"West Bengal","Barasat","9900000393","INV202303069674","06-03-2023","06-03-2023 13:42:16","Mr.Guria","-","06-03-2023","-","-","20304006","Output CGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000393","INV202303069674","06-03-2023","06-03-2023 13:42:16","Mr.Guria","-","06-03-2023","-","-","20304007","Output SGST","Sales","CR","0.00","-","-","-"
"West Bengal","Barasat","9900000393","INV202303069674","06-03-2023","06-03-2023 13:42:16","Mr.Guria","-","06-03-2023","-","-","30101000","Domestic Good Sales","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000392","1677432391701/1","06-03-2023","06-03-2023 13:34:20","Mr.Guria","SO2302030","06-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1565.76","-","-","-"
"West Bengal","Barasat","9900000392","1677432391701/1","06-03-2023","06-03-2023 13:34:20","Mr.Guria","SO2302030","06-03-2023","-","-","20304006","Output CGST","Sales","CR","-83.88","-","-","-"
"West Bengal","Barasat","9900000392","1677432391701/1","06-03-2023","06-03-2023 13:34:20","Mr.Guria","SO2302030","06-03-2023","-","-","20304007","Output SGST","Sales","CR","-83.88","-","-","-"
"West Bengal","Barasat","9900000392","1677432391701/1","06-03-2023","06-03-2023 13:34:20","Mr.Guria","SO2302030","06-03-2023","-","-","10102002","FG Inventory","Sales","CR","-1398.00","-","-","-"
"West Bengal","Barasat","9900000391","1677432391701/1","06-03-2023","06-03-2023 13:34:20","Mr.Guria","SO2302030","06-03-2023","-","-","40101000","COGS","Sales","DR","1398.00","-","-","-"
"West Bengal","Barasat","9900000391","1677432391701/1","06-03-2023","06-03-2023 13:34:20","Mr.Guria","SO2302030","06-03-2023","-","-","10102002","FG Inventory","Sales","CR","-1398.00","-","-","-"
"West Bengal","Barasat","9900000390","INV202303068784","06-03-2023","06-03-2023 13:33:28","Mr.Guria","-","06-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1866.76","-","-","-"
"West Bengal","Barasat","9900000390","INV202303068784","06-03-2023","06-03-2023 13:33:28","Mr.Guria","-","06-03-2023","-","-","20304006","Output CGST","Sales","CR","-142.38","-","-","-"
"West Bengal","Barasat","9900000390","INV202303068784","06-03-2023","06-03-2023 13:33:28","Mr.Guria","-","06-03-2023","-","-","20304007","Output SGST","Sales","CR","-142.38","-","-","-"
"West Bengal","Barasat","9900000389","INV202303068784","06-03-2023","06-03-2023 13:33:28","Mr.Guria","-","06-03-2023","-","-","40101000","COGS","Sales","DR","1582.00","-","-","-"
"West Bengal","Barasat","9900000388","INV202303065678","06-03-2023","06-03-2023 13:32:04","Mr.Guria","-","06-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1118.00","-","-","-"
"West Bengal","Barasat","9900000388","INV202303065678","06-03-2023","06-03-2023 13:32:04","Mr.Guria","-","06-03-2023","-","-","20304006","Output CGST","Sales","CR","-9.00","-","-","-"
"West Bengal","Barasat","9900000388","INV202303065678","06-03-2023","06-03-2023 13:32:04","Mr.Guria","-","06-03-2023","-","-","20304007","Output SGST","Sales","CR","-9.00","-","-","-"
"West Bengal","Barasat","9900000388","INV202303065678","06-03-2023","06-03-2023 13:32:04","Mr.Guria","-","06-03-2023","-","-","30101000","Domestic Good Sales","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000388","INV202303065678","06-03-2023","06-03-2023 13:32:04","Mr.Guria","-","06-03-2023","-","-","30200000","Non Operative Income","Sales","CR","-100.00","-","-","-"
"West Bengal","Barasat","9900000387","INV202303061043","06-03-2023","06-03-2023 12:37:29","Mr.Guria","-","06-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1236.00","-","-","-"
"West Bengal","Barasat","9900000387","INV202303061043","06-03-2023","06-03-2023 12:37:29","Mr.Guria","-","06-03-2023","-","-","30200000","Non Operative Income","Sales","CR","-100.00","-","-","-"
"West Bengal","Barasat","9900000387","INV202303061043","06-03-2023","06-03-2023 12:37:29","Mr.Guria","-","06-03-2023","-","-","40104000","Consumption of SFG","Sales","CR","-100.00","-","-","-"
"West Bengal","Barasat","9900000387","INV202303061043","06-03-2023","06-03-2023 12:37:29","Mr.Guria","-","06-03-2023","-","-","20304005","Output IGST","Sales","CR","-36.00","-","-","-"
"West Bengal","Barasat","9900000387","INV202303061043","06-03-2023","06-03-2023 12:37:29","Mr.Guria","-","06-03-2023","-","-","30101000","Domestic Good Sales","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000386","INV202303048321","04-03-2023","04-03-2023 12:13:23","Mr.Guria","-","04-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","122682.80","-","-","-"
"West Bengal","Barasat","9900000386","INV202303048321","04-03-2023","04-03-2023 12:13:23","Mr.Guria","-","04-03-2023","-","-","20304006","Output CGST","Sales","CR","-9311.40","-","-","-"
"West Bengal","Barasat","9900000386","INV202303048321","04-03-2023","04-03-2023 12:13:23","Mr.Guria","-","04-03-2023","-","-","20304007","Output SGST","Sales","CR","-9311.40","-","-","-"
"West Bengal","Barasat","9900000386","INV202303048321","04-03-2023","04-03-2023 12:13:23","Mr.Guria","-","04-03-2023","-","-","30101000","Domestic Good Sales","Sales","CR","-100600.00","-","-","-"
"West Bengal","Barasat","9900000386","INV202303048321","04-03-2023","04-03-2023 12:13:23","Mr.Guria","-","04-03-2023","-","-","40104000","Consumption of SFG","Sales","CR","-3460.00","-","-","-"
"West Bengal","Barasat","9900000385","INV202303042047","04-03-2023","04-03-2023 11:00:11","Mr.Guria","-","04-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","38212.53","-","-","-"
"West Bengal","Barasat","9900000385","INV202303042047","04-03-2023","04-03-2023 11:00:11","Mr.Guria","-","04-03-2023","-","-","20304006","Output CGST","Sales","CR","-2914.51","-","-","-"
"West Bengal","Barasat","9900000385","INV202303042047","04-03-2023","04-03-2023 11:00:11","Mr.Guria","-","04-03-2023","-","-","20304007","Output SGST","Sales","CR","-2914.51","-","-","-"
"West Bengal","Barasat","9900000384","INV202303042047","04-03-2023","04-03-2023 11:00:11","Mr.Guria","-","04-03-2023","-","-","40101000","COGS","Sales","DR","32383.50","-","-","-"
"West Bengal","Barasat","9900000383","INV202303039169","03-03-2023","03-03-2023 18:57:50","Mr.Guria","-","03-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1118.00","-","-","-"
"West Bengal","Barasat","9900000383","INV202303039169","03-03-2023","03-03-2023 18:57:50","Mr.Guria","-","03-03-2023","-","-","20304007","Output SGST","Sales","CR","-9.00","-","-","-"
"West Bengal","Barasat","9900000383","INV202303039169","03-03-2023","03-03-2023 18:57:50","Mr.Guria","-","03-03-2023","-","-","30101000","Domestic Good Sales","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000383","INV202303039169","03-03-2023","03-03-2023 18:57:50","Mr.Guria","-","03-03-2023","-","-","30200000","Non Operative Income","Sales","CR","-100.00","-","-","-"
"West Bengal","Barasat","9900000383","INV202303039169","03-03-2023","03-03-2023 18:57:50","Mr.Guria","-","03-03-2023","-","-","20304006","Output CGST","Sales","CR","-9.00","-","-","-"
"West Bengal","Barasat","9900000382","INV202303037973","03-03-2023","03-03-2023 18:56:02","Mr.Guria","-","03-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","1118.00","-","-","-"
"West Bengal","Barasat","9900000382","INV202303037973","03-03-2023","03-03-2023 18:56:02","Mr.Guria","-","03-03-2023","-","-","20304005","Output IGST","Sales","CR","-18.00","-","-","-"
"West Bengal","Barasat","9900000382","INV202303037973","03-03-2023","03-03-2023 18:56:02","Mr.Guria","-","03-03-2023","-","-","30101000","Domestic Good Sales","Sales","CR","-1000.00","-","-","-"
"West Bengal","Barasat","9900000382","INV202303037973","03-03-2023","03-03-2023 18:56:02","Mr.Guria","-","03-03-2023","-","-","30200000","Non Operative Income","Sales","CR","-100.00","-","-","-"
"West Bengal","Barasat","9900000381","INV202303035505","03-03-2023","03-03-2023 18:52:51","Mr.Guria","-","03-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","118.00","-","-","-"
"West Bengal","Barasat","9900000381","INV202303035505","03-03-2023","03-03-2023 18:52:51","Mr.Guria","-","03-03-2023","-","-","20304005","Output IGST","Sales","CR","-18.00","-","-","-"
"West Bengal","Barasat","9900000381","INV202303035505","03-03-2023","03-03-2023 18:52:51","Mr.Guria","-","03-03-2023","-","-","30200000","Non Operative Income","Sales","CR","-100.00","-","-","-"
"West Bengal","Barasat","9900000380","INV202303038924","03-03-2023","03-03-2023 18:51:35","Mr.Guria","-","03-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","23600.00","-","-","-"
"West Bengal","Barasat","9900000380","INV202303038924","03-03-2023","03-03-2023 18:51:35","Mr.Guria","-","03-03-2023","-","-","20304005","Output IGST","Sales","CR","-3600.00","-","-","-"
"West Bengal","Barasat","9900000380","INV202303038924","03-03-2023","03-03-2023 18:51:35","Mr.Guria","-","03-03-2023","-","-","30200000","Non Operative Income","Sales","CR","-20000.00","-","-","-"
"West Bengal","Barasat","9900000379","INV202303036516","03-03-2023","03-03-2023 18:46:18","Mr.Guria","-","03-03-2023","-","-","10101000","Sundry Debtors","Sales","DR","17700.00","-","-","-"
